tirage_id,date_tirage,numero_1,numero_2,numero_3,numero_4,numero_5,numero_chance
416,2022-08-08,41.0,22.0,3.0,37.0,40.0,2.0
417,2022-08-06,37.0,28.0,23.0,38.0,6.0,1.0
418,2022-08-03,45.0,10.0,5.0,40.0,32.0,5.0
419,2022-08-01,38.0,1.0,4.0,23.0,30.0,6.0
420,2022-07-30,14.0,21.0,24.0,2.0,38.0,6.0
421,2022-07-27,13.0,43.0,31.0,47.0,46.0,10.0
422,2022-07-25,26.0,42.0,13.0,7.0,24.0,2.0
423,2022-07-23,15.0,47.0,39.0,25.0,41.0,9.0
424,2022-07-20,29.0,21.0,31.0,47.0,17.0,4.0
425,2022-07-18,18.0,29.0,49.0,37.0,5.0,8.0
426,2022-07-16,3.0,33.0,4.0,49.0,14.0,3.0
427,2022-07-13,30.0,48.0,7.0,31.0,46.0,3.0
428,2022-07-11,10.0,5.0,49.0,47.0,1.0,1.0
429,2022-07-09,37.0,24.0,34.0,9.0,8.0,2.0
430,2022-07-06,43.0,16.0,10.0,25.0,44.0,4.0
431,2022-07-04,18.0,20.0,4.0,12.0,26.0,8.0
432,2022-07-02,32.0,20.0,22.0,46.0,34.0,9.0
433,2022-06-29,16.0,47.0,43.0,24.0,26.0,9.0
434,2022-06-27,34.0,31.0,36.0,24.0,37.0,1.0
435,2022-06-25,2.0,47.0,40.0,31.0,49.0,9.0
436,2022-06-22,17.0,40.0,10.0,27.0,23.0,2.0
437,2022-06-20,27.0,47.0,23.0,48.0,14.0,3.0
438,2022-06-18,31.0,1.0,12.0,32.0,28.0,9.0
439,2022-06-15,11.0,37.0,44.0,13.0,21.0,6.0
440,2022-06-13,44.0,45.0,46.0,43.0,31.0,10.0
441,2022-06-11,7.0,28.0,4.0,11.0,10.0,8.0
442,2022-06-08,38.0,33.0,39.0,27.0,26.0,5.0
443,2022-06-06,20.0,5.0,22.0,23.0,18.0,5.0
444,2022-06-04,9.0,23.0,17.0,42.0,6.0,5.0
445,2022-06-01,33.0,4.0,35.0,22.0,2.0,7.0
446,2022-05-30,22.0,12.0,38.0,13.0,14.0,2.0
447,2022-05-28,20.0,27.0,21.0,26.0,7.0,7.0
448,2022-05-25,37.0,30.0,24.0,27.0,45.0,10.0
449,2022-05-23,30.0,26.0,48.0,41.0,47.0,6.0
450,2022-05-21,1.0,12.0,41.0,7.0,21.0,4.0
451,2022-05-18,14.0,23.0,22.0,45.0,36.0,7.0
452,2022-05-16,21.0,33.0,4.0,14.0,32.0,1.0
453,2022-05-14,4.0,44.0,29.0,32.0,24.0,4.0
454,2022-05-11,23.0,45.0,7.0,2.0,46.0,10.0
455,2022-05-09,6.0,33.0,7.0,9.0,15.0,2.0
456,2022-05-07,23.0,37.0,38.0,7.0,15.0,3.0
457,2022-05-04,37.0,30.0,17.0,12.0,41.0,2.0
458,2022-05-02,46.0,20.0,13.0,47.0,8.0,7.0
459,2022-04-30,6.0,27.0,5.0,21.0,47.0,9.0
460,2022-04-27,8.0,13.0,1.0,43.0,31.0,10.0
461,2022-04-25,31.0,36.0,42.0,23.0,8.0,7.0
462,2022-04-23,44.0,20.0,11.0,9.0,42.0,4.0
463,2022-04-20,45.0,46.0,4.0,13.0,33.0,7.0
464,2022-04-18,10.0,39.0,33.0,9.0,47.0,5.0
465,2022-04-16,4.0,41.0,30.0,27.0,21.0,6.0
466,2022-04-13,36.0,29.0,44.0,46.0,35.0,8.0
467,2022-04-11,32.0,3.0,22.0,18.0,17.0,10.0
468,2022-04-09,3.0,15.0,13.0,29.0,40.0,10.0
469,2022-04-06,6.0,20.0,48.0,12.0,38.0,7.0
470,2022-04-04,23.0,22.0,33.0,36.0,10.0,6.0
471,2022-04-02,15.0,6.0,11.0,28.0,24.0,10.0
472,2022-03-30,12.0,34.0,16.0,26.0,10.0,7.0
473,2022-03-28,16.0,48.0,21.0,5.0,26.0,10.0
474,2022-03-26,40.0,10.0,37.0,34.0,12.0,5.0
475,2022-03-23,20.0,2.0,29.0,39.0,18.0,10.0
476,2022-03-21,10.0,26.0,46.0,35.0,5.0,9.0
477,2022-03-19,44.0,38.0,33.0,49.0,41.0,7.0
478,2022-03-16,1.0,49.0,12.0,39.0,24.0,3.0
479,2022-03-14,11.0,5.0,32.0,49.0,9.0,6.0
480,2022-03-12,16.0,47.0,33.0,21.0,5.0,5.0
481,2022-03-09,32.0,8.0,21.0,41.0,25.0,4.0
482,2022-03-07,8.0,27.0,29.0,15.0,41.0,4.0
483,2022-03-05,37.0,26.0,36.0,14.0,1.0,3.0
484,2022-03-02,46.0,4.0,3.0,43.0,22.0,6.0
485,2022-02-28,43.0,9.0,21.0,36.0,27.0,2.0
486,2022-02-26,29.0,39.0,28.0,22.0,30.0,3.0
487,2022-02-23,33.0,15.0,6.0,12.0,14.0,8.0
488,2022-02-21,2.0,6.0,10.0,32.0,17.0,5.0
489,2022-02-19,32.0,24.0,49.0,39.0,40.0,1.0
490,2022-02-16,22.0,24.0,41.0,21.0,32.0,2.0
491,2022-02-14,26.0,13.0,29.0,15.0,20.0,5.0
492,2022-02-12,45.0,22.0,28.0,40.0,37.0,10.0
493,2022-02-09,44.0,48.0,31.0,46.0,21.0,1.0
494,2022-02-07,37.0,15.0,18.0,31.0,46.0,3.0
495,2022-02-05,48.0,31.0,24.0,11.0,38.0,9.0
496,2022-02-02,11.0,37.0,49.0,28.0,40.0,4.0
497,2022-01-31,25.0,32.0,31.0,36.0,10.0,8.0
498,2022-01-29,42.0,29.0,25.0,46.0,8.0,9.0
499,2022-01-26,14.0,16.0,33.0,38.0,45.0,10.0
500,2022-01-24,15.0,38.0,7.0,4.0,40.0,2.0
501,2022-01-22,26.0,3.0,39.0,17.0,30.0,8.0
502,2022-01-19,44.0,27.0,41.0,8.0,43.0,6.0
503,2022-01-17,4.0,27.0,5.0,15.0,22.0,9.0
504,2022-01-15,19.0,10.0,30.0,13.0,47.0,8.0
505,2022-01-12,23.0,20.0,1.0,26.0,44.0,4.0
506,2022-01-10,14.0,43.0,34.0,41.0,35.0,9.0
507,2022-01-08,22.0,42.0,43.0,17.0,25.0,10.0
508,2022-01-05,17.0,45.0,30.0,32.0,6.0,4.0
509,2022-01-03,33.0,36.0,34.0,38.0,22.0,5.0
510,2022-01-01,30.0,36.0,14.0,6.0,39.0,5.0
511,2021-12-29,21.0,18.0,33.0,49.0,48.0,7.0
512,2021-12-27,32.0,20.0,6.0,12.0,14.0,8.0
513,2021-12-25,6.0,25.0,48.0,21.0,37.0,10.0
514,2021-12-22,41.0,20.0,46.0,11.0,24.0,1.0
515,2021-12-20,22.0,23.0,12.0,47.0,25.0,1.0
516,2021-12-18,10.0,46.0,2.0,31.0,38.0,8.0
517,2021-12-15,34.0,47.0,11.0,37.0,38.0,8.0
518,2021-12-13,23.0,38.0,36.0,18.0,19.0,1.0
519,2021-12-11,16.0,45.0,34.0,42.0,26.0,9.0
520,2021-12-08,28.0,26.0,1.0,30.0,16.0,4.0
521,2021-12-06,29.0,16.0,36.0,7.0,15.0,6.0
522,2021-12-04,23.0,18.0,34.0,5.0,44.0,5.0
523,2021-12-01,26.0,18.0,3.0,49.0,46.0,6.0
524,2021-11-29,30.0,26.0,35.0,44.0,31.0,4.0
525,2021-11-27,25.0,28.0,46.0,12.0,27.0,4.0
526,2021-11-24,14.0,34.0,39.0,24.0,47.0,8.0
527,2021-11-22,19.0,12.0,8.0,41.0,16.0,5.0
528,2021-11-20,44.0,9.0,18.0,17.0,42.0,8.0
529,2021-11-17,37.0,40.0,36.0,4.0,43.0,6.0
530,2021-11-15,34.0,7.0,8.0,41.0,42.0,8.0
531,2021-11-13,39.0,13.0,12.0,31.0,26.0,6.0
532,2021-11-10,31.0,12.0,9.0,40.0,41.0,2.0
533,2021-11-08,44.0,32.0,11.0,48.0,7.0,3.0
534,2021-11-06,19.0,2.0,18.0,22.0,4.0,3.0
535,2021-11-03,7.0,39.0,31.0,38.0,42.0,10.0
536,2021-11-01,47.0,27.0,26.0,43.0,1.0,6.0
537,2021-10-30,46.0,11.0,43.0,12.0,30.0,9.0
538,2021-10-27,41.0,16.0,44.0,27.0,15.0,9.0
539,2021-10-25,31.0,48.0,43.0,37.0,3.0,10.0
540,2021-10-23,6.0,36.0,35.0,10.0,48.0,9.0
541,2021-10-20,26.0,35.0,16.0,22.0,42.0,4.0
542,2021-10-18,41.0,27.0,36.0,35.0,9.0,6.0
543,2021-10-16,23.0,15.0,46.0,5.0,37.0,10.0
544,2021-10-13,21.0,20.0,19.0,43.0,49.0,10.0
545,2021-10-11,26.0,7.0,1.0,9.0,28.0,3.0
546,2021-10-09,22.0,29.0,19.0,15.0,34.0,3.0
547,2021-10-06,44.0,34.0,20.0,8.0,41.0,2.0
548,2021-10-04,44.0,15.0,5.0,19.0,7.0,1.0
549,2021-10-02,6.0,46.0,35.0,20.0,8.0,9.0
550,2021-09-29,6.0,39.0,28.0,13.0,33.0,10.0
551,2021-09-27,12.0,26.0,31.0,40.0,37.0,3.0
552,2021-09-25,20.0,35.0,49.0,18.0,16.0,1.0
553,2021-09-22,5.0,40.0,13.0,14.0,9.0,1.0
554,2021-09-20,12.0,10.0,45.0,15.0,31.0,5.0
555,2021-09-18,39.0,38.0,21.0,2.0,9.0,2.0
556,2021-09-15,48.0,22.0,4.0,30.0,27.0,7.0
557,2021-09-13,4.0,30.0,24.0,21.0,40.0,4.0
558,2021-09-11,5.0,3.0,49.0,33.0,15.0,8.0
559,2021-09-08,7.0,34.0,27.0,12.0,15.0,4.0
560,2021-09-06,3.0,31.0,36.0,13.0,40.0,9.0
561,2021-09-04,41.0,49.0,30.0,45.0,35.0,3.0
562,2021-09-01,49.0,27.0,32.0,24.0,17.0,7.0
563,2021-08-30,32.0,34.0,18.0,44.0,3.0,9.0
564,2021-08-28,48.0,43.0,46.0,11.0,8.0,9.0
565,2021-08-25,19.0,9.0,29.0,26.0,3.0,8.0
566,2021-08-23,13.0,22.0,31.0,11.0,21.0,6.0
567,2021-08-21,46.0,8.0,2.0,19.0,29.0,2.0
568,2021-08-18,4.0,7.0,12.0,24.0,25.0,2.0
569,2021-08-16,22.0,27.0,13.0,10.0,49.0,4.0
570,2021-08-14,4.0,28.0,42.0,49.0,35.0,7.0
571,2021-08-11,43.0,13.0,21.0,5.0,6.0,4.0
572,2021-08-09,37.0,43.0,45.0,28.0,38.0,3.0
573,2021-08-07,7.0,24.0,36.0,6.0,47.0,10.0
574,2021-08-04,21.0,36.0,22.0,20.0,44.0,10.0
575,2021-08-02,24.0,44.0,46.0,42.0,7.0,2.0
576,2021-07-31,22.0,6.0,46.0,7.0,17.0,3.0
577,2021-07-28,1.0,28.0,3.0,29.0,8.0,6.0
578,2021-07-26,42.0,5.0,34.0,21.0,37.0,10.0
579,2021-07-24,24.0,40.0,5.0,31.0,22.0,9.0
580,2021-07-21,27.0,25.0,6.0,37.0,32.0,9.0
581,2021-07-19,3.0,28.0,15.0,4.0,2.0,5.0
582,2021-07-17,31.0,8.0,47.0,11.0,17.0,6.0
583,2021-07-14,36.0,18.0,38.0,31.0,29.0,10.0
584,2021-07-12,38.0,31.0,8.0,37.0,30.0,1.0
585,2021-07-10,43.0,3.0,38.0,42.0,46.0,1.0
586,2021-07-07,37.0,18.0,8.0,44.0,46.0,2.0
587,2021-07-05,43.0,36.0,3.0,32.0,45.0,2.0
588,2021-07-03,33.0,48.0,13.0,2.0,19.0,2.0
589,2021-06-30,8.0,44.0,6.0,48.0,31.0,9.0
590,2021-06-28,4.0,28.0,48.0,8.0,15.0,1.0
591,2021-06-26,37.0,24.0,38.0,13.0,45.0,6.0
592,2021-06-23,1.0,16.0,6.0,3.0,40.0,1.0
593,2021-06-21,44.0,21.0,25.0,18.0,47.0,10.0
594,2021-06-19,3.0,44.0,46.0,27.0,14.0,6.0
595,2021-06-16,22.0,23.0,35.0,46.0,3.0,9.0
596,2021-06-14,40.0,12.0,47.0,21.0,19.0,7.0
597,2021-06-12,9.0,2.0,5.0,29.0,10.0,1.0
598,2021-06-09,16.0,33.0,41.0,2.0,24.0,8.0
599,2021-06-07,6.0,28.0,34.0,7.0,11.0,8.0
600,2021-06-05,45.0,16.0,6.0,37.0,25.0,9.0
601,2021-06-02,33.0,34.0,25.0,3.0,26.0,6.0
602,2021-05-31,25.0,3.0,13.0,32.0,47.0,9.0
603,2021-05-29,32.0,4.0,36.0,44.0,9.0,3.0
604,2021-05-26,20.0,1.0,22.0,5.0,42.0,6.0
605,2021-05-24,11.0,44.0,47.0,29.0,7.0,9.0
606,2021-05-22,9.0,2.0,45.0,19.0,7.0,10.0
607,2021-05-19,28.0,17.0,41.0,3.0,23.0,3.0
608,2021-05-17,23.0,42.0,3.0,17.0,47.0,4.0
609,2021-05-15,7.0,31.0,29.0,24.0,47.0,3.0
610,2021-05-12,19.0,11.0,22.0,36.0,9.0,1.0
611,2021-05-10,44.0,12.0,13.0,17.0,27.0,10.0
612,2021-05-08,41.0,35.0,40.0,6.0,24.0,6.0
613,2021-05-05,36.0,48.0,46.0,41.0,8.0,6.0
614,2021-05-03,44.0,8.0,11.0,48.0,37.0,6.0
615,2021-05-01,27.0,25.0,5.0,34.0,38.0,7.0
616,2021-04-28,4.0,15.0,10.0,49.0,12.0,6.0
617,2021-04-26,2.0,34.0,41.0,32.0,8.0,6.0
618,2021-04-24,41.0,12.0,26.0,42.0,36.0,7.0
619,2021-04-21,45.0,31.0,6.0,49.0,39.0,4.0
620,2021-04-19,49.0,17.0,36.0,44.0,27.0,1.0
621,2021-04-17,38.0,37.0,17.0,34.0,30.0,1.0
622,2021-04-14,27.0,25.0,20.0,23.0,47.0,6.0
623,2021-04-12,43.0,14.0,26.0,7.0,11.0,7.0
624,2021-04-10,9.0,35.0,15.0,8.0,4.0,8.0
625,2021-04-07,35.0,19.0,9.0,16.0,43.0,4.0
626,2021-04-05,32.0,22.0,2.0,12.0,15.0,8.0
627,2021-04-03,17.0,1.0,38.0,2.0,45.0,2.0
628,2021-03-31,2.0,27.0,24.0,35.0,22.0,5.0
629,2021-03-29,41.0,28.0,18.0,13.0,38.0,1.0
630,2021-03-27,16.0,11.0,18.0,8.0,10.0,5.0
631,2021-03-24,22.0,38.0,28.0,37.0,9.0,10.0
632,2021-03-22,15.0,6.0,34.0,39.0,24.0,4.0
633,2021-03-20,42.0,18.0,14.0,4.0,27.0,3.0
634,2021-03-17,45.0,18.0,46.0,3.0,30.0,3.0
635,2021-03-15,29.0,38.0,33.0,15.0,41.0,2.0
636,2021-03-13,47.0,22.0,19.0,4.0,10.0,8.0
637,2021-03-10,26.0,42.0,33.0,20.0,34.0,9.0
638,2021-03-08,24.0,8.0,38.0,19.0,40.0,10.0
639,2021-03-06,11.0,22.0,3.0,13.0,30.0,8.0
640,2021-03-03,38.0,8.0,41.0,49.0,19.0,7.0
641,2021-03-01,4.0,14.0,21.0,47.0,8.0,9.0
642,2021-02-27,4.0,29.0,42.0,43.0,11.0,10.0
643,2021-02-24,47.0,18.0,41.0,10.0,19.0,2.0
644,2021-02-22,3.0,37.0,26.0,15.0,24.0,7.0
645,2021-02-20,21.0,36.0,19.0,39.0,49.0,5.0
646,2021-02-17,34.0,31.0,35.0,41.0,29.0,8.0
647,2021-02-15,13.0,22.0,17.0,6.0,12.0,7.0
648,2021-02-13,13.0,17.0,31.0,28.0,9.0,10.0
649,2021-02-10,44.0,13.0,29.0,15.0,33.0,4.0
650,2021-02-08,19.0,10.0,9.0,29.0,5.0,8.0
651,2021-02-06,44.0,42.0,15.0,9.0,47.0,10.0
652,2021-02-03,17.0,31.0,26.0,37.0,21.0,10.0
653,2021-02-01,1.0,18.0,45.0,17.0,21.0,9.0
654,2021-01-30,17.0,5.0,33.0,9.0,37.0,4.0
655,2021-01-27,27.0,44.0,25.0,23.0,6.0,6.0
656,2021-01-25,13.0,31.0,49.0,7.0,3.0,5.0
657,2021-01-23,1.0,19.0,13.0,24.0,48.0,5.0
658,2021-01-20,21.0,11.0,22.0,40.0,32.0,9.0
659,2021-01-18,5.0,43.0,10.0,48.0,25.0,10.0
660,2021-01-16,44.0,20.0,14.0,22.0,36.0,2.0
661,2021-01-13,32.0,42.0,30.0,17.0,41.0,5.0
662,2021-01-11,33.0,46.0,8.0,17.0,1.0,5.0
663,2021-01-09,49.0,12.0,27.0,11.0,7.0,1.0
664,2021-01-06,41.0,21.0,32.0,47.0,11.0,9.0
665,2021-01-04,31.0,39.0,30.0,49.0,19.0,8.0
666,2021-01-02,5.0,27.0,7.0,24.0,41.0,10.0
667,2020-12-30,36.0,20.0,13.0,31.0,38.0,1.0
668,2020-12-28,41.0,34.0,42.0,22.0,1.0,5.0
669,2020-12-26,31.0,3.0,40.0,35.0,2.0,7.0
670,2020-12-23,5.0,3.0,39.0,31.0,38.0,9.0
671,2020-12-21,10.0,31.0,36.0,37.0,44.0,5.0
672,2020-12-19,30.0,29.0,49.0,23.0,10.0,5.0
673,2020-12-16,21.0,6.0,41.0,17.0,16.0,9.0
674,2020-12-14,47.0,48.0,13.0,34.0,2.0,6.0
675,2020-12-12,14.0,31.0,9.0,45.0,23.0,6.0
676,2020-12-09,47.0,17.0,48.0,39.0,24.0,7.0
677,2020-12-07,45.0,27.0,48.0,4.0,38.0,4.0
678,2020-12-05,34.0,20.0,14.0,35.0,9.0,1.0
679,2020-12-02,23.0,14.0,40.0,46.0,27.0,1.0
680,2020-11-30,28.0,9.0,26.0,29.0,18.0,3.0
681,2020-11-28,9.0,25.0,2.0,47.0,35.0,10.0
682,2020-11-25,1.0,26.0,14.0,31.0,10.0,4.0
683,2020-11-23,15.0,20.0,12.0,6.0,1.0,1.0
684,2020-11-21,49.0,17.0,44.0,5.0,46.0,4.0
685,2020-11-18,28.0,11.0,14.0,43.0,41.0,8.0
686,2020-11-16,7.0,47.0,16.0,33.0,42.0,7.0
687,2020-11-14,40.0,26.0,17.0,24.0,43.0,9.0
688,2020-11-11,15.0,17.0,10.0,37.0,16.0,9.0
689,2020-11-09,26.0,18.0,41.0,38.0,5.0,10.0
690,2020-11-07,45.0,5.0,48.0,42.0,30.0,9.0
691,2020-11-04,29.0,10.0,16.0,14.0,9.0,1.0
692,2020-11-02,42.0,43.0,38.0,33.0,31.0,3.0
693,2020-10-31,22.0,35.0,9.0,28.0,13.0,5.0
694,2020-10-28,25.0,43.0,30.0,2.0,19.0,9.0
695,2020-10-26,33.0,7.0,8.0,12.0,22.0,5.0
696,2020-10-24,8.0,25.0,4.0,12.0,45.0,2.0
697,2020-10-21,35.0,48.0,33.0,21.0,15.0,1.0
698,2020-10-19,7.0,35.0,48.0,28.0,25.0,1.0
699,2020-10-17,28.0,23.0,24.0,9.0,20.0,4.0
700,2020-10-14,19.0,42.0,32.0,26.0,39.0,6.0
701,2020-10-12,18.0,7.0,21.0,42.0,11.0,3.0
702,2020-10-10,48.0,26.0,31.0,47.0,42.0,8.0
703,2020-10-07,17.0,30.0,6.0,49.0,19.0,2.0
704,2020-10-05,6.0,22.0,19.0,5.0,9.0,5.0
705,2020-10-03,31.0,36.0,9.0,33.0,18.0,2.0
706,2020-09-30,26.0,24.0,49.0,32.0,2.0,5.0
707,2020-09-28,33.0,22.0,44.0,6.0,35.0,2.0
708,2020-09-26,4.0,31.0,49.0,8.0,39.0,9.0
709,2020-09-23,11.0,5.0,25.0,23.0,33.0,5.0
710,2020-09-21,46.0,41.0,38.0,19.0,16.0,9.0
711,2020-09-19,33.0,42.0,27.0,46.0,32.0,7.0
712,2020-09-16,28.0,19.0,49.0,23.0,17.0,7.0
713,2020-09-14,23.0,49.0,5.0,13.0,32.0,2.0
714,2020-09-12,16.0,46.0,12.0,21.0,24.0,2.0
715,2020-09-09,24.0,48.0,20.0,29.0,45.0,3.0
716,2020-09-07,37.0,35.0,31.0,44.0,14.0,7.0
717,2020-09-05,22.0,15.0,19.0,24.0,46.0,3.0
718,2020-09-02,14.0,23.0,21.0,47.0,3.0,3.0
719,2020-08-31,7.0,16.0,17.0,4.0,11.0,10.0
720,2020-08-29,23.0,15.0,38.0,21.0,39.0,4.0
721,2020-08-26,13.0,45.0,4.0,40.0,31.0,3.0
722,2020-08-24,28.0,18.0,22.0,37.0,19.0,2.0
723,2020-08-22,7.0,11.0,5.0,32.0,33.0,5.0
724,2020-08-19,35.0,11.0,13.0,4.0,34.0,1.0
725,2020-08-17,6.0,1.0,39.0,48.0,40.0,6.0
726,2020-08-15,5.0,41.0,3.0,42.0,15.0,7.0
727,2020-08-12,17.0,47.0,30.0,3.0,44.0,3.0
728,2020-08-10,28.0,38.0,2.0,1.0,11.0,6.0
729,2020-08-08,35.0,42.0,49.0,4.0,6.0,9.0
730,2020-08-05,46.0,32.0,22.0,15.0,17.0,8.0
731,2020-08-03,43.0,48.0,42.0,23.0,30.0,7.0
732,2020-08-01,17.0,18.0,25.0,38.0,9.0,9.0
733,2020-07-29,47.0,46.0,7.0,19.0,39.0,5.0
734,2020-07-27,19.0,24.0,45.0,15.0,25.0,3.0
735,2020-07-25,18.0,10.0,6.0,15.0,48.0,4.0
736,2020-07-22,4.0,28.0,38.0,20.0,18.0,1.0
737,2020-07-20,8.0,42.0,22.0,28.0,26.0,2.0
738,2020-07-18,11.0,42.0,22.0,34.0,43.0,4.0
739,2020-07-15,6.0,12.0,4.0,35.0,44.0,3.0
740,2020-07-13,24.0,3.0,35.0,46.0,2.0,8.0
741,2020-07-11,32.0,6.0,35.0,28.0,40.0,7.0
742,2020-07-08,30.0,48.0,37.0,9.0,26.0,8.0
743,2020-07-06,2.0,11.0,42.0,30.0,35.0,6.0
744,2020-07-04,23.0,13.0,27.0,44.0,36.0,6.0
745,2020-07-01,44.0,47.0,5.0,13.0,14.0,8.0
746,2020-06-29,21.0,29.0,20.0,47.0,46.0,7.0
747,2020-06-27,1.0,39.0,2.0,6.0,27.0,4.0
748,2020-06-24,36.0,8.0,31.0,34.0,17.0,7.0
749,2020-06-22,9.0,36.0,5.0,21.0,39.0,5.0
750,2020-06-20,8.0,24.0,33.0,38.0,14.0,5.0
751,2020-06-17,26.0,13.0,10.0,20.0,46.0,1.0
752,2020-06-15,22.0,49.0,26.0,2.0,47.0,2.0
753,2020-06-13,25.0,32.0,6.0,5.0,28.0,4.0
754,2020-06-10,47.0,36.0,20.0,11.0,9.0,2.0
755,2020-06-08,8.0,22.0,26.0,46.0,2.0,1.0
756,2020-06-06,14.0,7.0,43.0,44.0,29.0,5.0
757,2020-06-03,12.0,13.0,26.0,44.0,16.0,6.0
758,2020-06-01,24.0,26.0,2.0,36.0,32.0,7.0
759,2020-05-30,5.0,14.0,42.0,44.0,16.0,9.0
760,2020-05-27,29.0,6.0,12.0,44.0,31.0,6.0
761,2020-05-25,9.0,26.0,30.0,42.0,36.0,4.0
762,2020-05-23,22.0,28.0,3.0,23.0,29.0,2.0
763,2020-05-20,45.0,14.0,39.0,20.0,47.0,8.0
764,2020-05-18,20.0,30.0,35.0,14.0,10.0,9.0
765,2020-05-16,26.0,27.0,41.0,46.0,19.0,4.0
766,2020-05-13,43.0,4.0,17.0,38.0,49.0,8.0
767,2020-05-11,34.0,5.0,33.0,3.0,17.0,10.0
768,2020-05-09,48.0,39.0,29.0,47.0,35.0,7.0
769,2020-05-06,48.0,36.0,14.0,15.0,10.0,3.0
770,2020-05-04,39.0,8.0,9.0,33.0,15.0,10.0
771,2020-05-02,43.0,22.0,12.0,30.0,9.0,4.0
772,2020-04-29,25.0,29.0,47.0,5.0,7.0,1.0
773,2020-04-27,41.0,11.0,19.0,29.0,14.0,9.0
774,2020-04-25,49.0,6.0,24.0,13.0,10.0,3.0
775,2020-04-22,28.0,30.0,43.0,40.0,41.0,7.0
776,2020-04-20,37.0,5.0,9.0,7.0,41.0,6.0
777,2020-04-18,45.0,1.0,33.0,47.0,27.0,8.0
778,2020-04-15,16.0,1.0,31.0,48.0,3.0,6.0
779,2020-04-13,42.0,1.0,19.0,23.0,17.0,9.0
780,2020-04-11,8.0,43.0,1.0,48.0,41.0,7.0
781,2020-04-08,16.0,9.0,19.0,26.0,6.0,9.0
782,2020-04-06,23.0,29.0,18.0,35.0,7.0,4.0
783,2020-04-04,40.0,2.0,35.0,39.0,42.0,9.0
784,2020-04-01,41.0,48.0,42.0,28.0,3.0,6.0
785,2020-03-30,21.0,37.0,12.0,17.0,23.0,7.0
786,2020-03-28,35.0,23.0,26.0,32.0,22.0,5.0
787,2020-03-25,40.0,45.0,24.0,32.0,34.0,1.0
788,2020-03-23,28.0,49.0,5.0,48.0,21.0,2.0
789,2020-03-21,16.0,37.0,8.0,7.0,42.0,8.0
790,2020-03-18,48.0,10.0,46.0,28.0,29.0,9.0
791,2020-03-16,44.0,16.0,4.0,40.0,23.0,3.0
792,2020-03-14,28.0,41.0,38.0,31.0,43.0,10.0
793,2020-03-11,38.0,45.0,5.0,14.0,46.0,1.0
794,2020-03-09,26.0,41.0,5.0,33.0,42.0,7.0
795,2020-03-07,5.0,35.0,37.0,4.0,24.0,2.0
796,2020-03-04,10.0,17.0,33.0,30.0,49.0,4.0
797,2020-03-02,42.0,26.0,21.0,39.0,40.0,5.0
798,2020-02-29,37.0,24.0,19.0,10.0,5.0,6.0
799,2020-02-26,20.0,6.0,30.0,32.0,45.0,4.0
800,2020-02-24,20.0,15.0,27.0,9.0,47.0,7.0
801,2020-02-22,4.0,39.0,26.0,5.0,24.0,4.0
802,2020-02-19,40.0,16.0,21.0,41.0,46.0,2.0
803,2020-02-17,44.0,39.0,7.0,41.0,19.0,1.0
804,2020-02-15,48.0,4.0,25.0,5.0,45.0,7.0
805,2020-02-12,47.0,38.0,17.0,30.0,43.0,5.0
806,2020-02-10,15.0,49.0,37.0,25.0,38.0,8.0
807,2020-02-08,47.0,31.0,12.0,45.0,7.0,10.0
808,2020-02-05,30.0,21.0,6.0,11.0,29.0,4.0
809,2020-02-03,49.0,20.0,7.0,31.0,33.0,4.0
810,2020-02-01,36.0,25.0,22.0,21.0,16.0,9.0
811,2020-01-29,31.0,30.0,6.0,14.0,45.0,8.0
812,2020-01-27,27.0,12.0,10.0,7.0,41.0,1.0
813,2020-01-25,36.0,17.0,30.0,7.0,11.0,5.0
814,2020-01-22,25.0,28.0,42.0,26.0,12.0,10.0
815,2020-01-20,13.0,38.0,31.0,30.0,26.0,1.0
816,2020-01-18,12.0,1.0,33.0,13.0,2.0,9.0
817,2020-01-15,35.0,19.0,8.0,22.0,46.0,2.0
818,2020-01-13,16.0,11.0,25.0,32.0,14.0,9.0
819,2020-01-11,48.0,14.0,2.0,23.0,13.0,3.0
820,2020-01-08,17.0,44.0,29.0,16.0,37.0,8.0
821,2020-01-06,49.0,10.0,19.0,26.0,30.0,3.0
822,2020-01-04,22.0,9.0,43.0,31.0,34.0,5.0
823,2020-01-01,11.0,7.0,32.0,24.0,4.0,10.0
824,2019-12-30,12.0,38.0,34.0,32.0,48.0,6.0
825,2019-12-28,24.0,48.0,49.0,18.0,8.0,8.0
826,2019-12-25,36.0,40.0,45.0,24.0,15.0,9.0
827,2019-12-23,37.0,36.0,32.0,20.0,7.0,2.0
828,2019-12-21,48.0,23.0,27.0,19.0,22.0,2.0
829,2019-12-18,23.0,6.0,17.0,5.0,7.0,9.0
830,2019-12-16,38.0,26.0,39.0,35.0,10.0,6.0
831,2019-12-14,3.0,48.0,17.0,4.0,38.0,9.0
832,2019-12-11,25.0,33.0,48.0,1.0,40.0,8.0
833,2019-12-09,1.0,34.0,15.0,24.0,25.0,8.0
834,2019-12-07,40.0,29.0,44.0,38.0,10.0,8.0
835,2019-12-04,8.0,30.0,26.0,35.0,40.0,2.0
836,2019-12-02,39.0,28.0,14.0,11.0,42.0,9.0
837,2019-11-30,7.0,25.0,17.0,48.0,16.0,3.0
